Date,Fund,NAV,India_10Y_Yield,Total_AUM_Lakhs,Reported_NAV_Total,Cash_Liquidity,AAA_Sovereign,AA_Rated,Below_AA
2020-01-01,HDFC,16.9948,,1448708.52,100,0,30.66,46.05,23.29
2020-01-02,HDFC,17.0101,,1448708.52,100,0,30.66,46.05,23.29
2020-01-03,HDFC,17.0252,,1448708.52,100,0,30.66,46.05,23.29
2020-01-06,HDFC,17.0293,,1448708.52,100,0,30.66,46.05,23.29
2020-01-07,HDFC,17.037,,1448708.52,100,0,30.66,46.05,23.29
2020-01-08,HDFC,17.0436,,1448708.52,100,0,30.66,46.05,23.29
2020-01-09,HDFC,17.0536,,1448708.52,100,0,30.66,46.05,23.29
2020-01-10,HDFC,17.0508,,1448708.52,100,0,30.66,46.05,23.29
2020-01-13,HDFC,17.0569,,1448708.52,100,0,30.66,46.05,23.29
2020-01-14,HDFC,17.0476,,1448708.52,100,0,30.66,46.05,23.29
2020-01-15,HDFC,17.0581,,1448708.52,100,0,30.66,46.05,23.29
2020-01-16,HDFC,17.0721,,1448708.52,100,0,30.66,46.05,23.29
2020-01-17,HDFC,17.0752,,1448708.52,100,0,30.66,46.05,23.29
2020-01-20,HDFC,17.0906,,1448708.52,100,0,30.66,46.05,23.29
2020-01-21,HDFC,17.0995,,1448708.52,100,0,30.66,46.05,23.29
2020-01-22,HDFC,17.1157,,1448708.52,100,0,30.66,46.05,23.29
2020-01-23,HDFC,17.124,,1448708.52,100,0,30.66,46.05,23.29
2020-01-24,HDFC,17.1338,,1448708.52,100,0,30.66,46.05,23.29
2020-01-27,HDFC,17.1481,6.551,1448708.52,100,0,30.66,46.05,23.29
2020-01-28,HDFC,17.1526,6.575,1448708.52,100,0,30.66,46.05,23.29
2020-01-29,HDFC,17.1549,6.568,1448708.52,100,0,30.66,46.05,23.29
2020-01-30,HDFC,17.1556,6.558,1448708.52,100,0,30.66,46.05,23.29
2020-01-31,HDFC,17.1523,6.599,1448708.52,100,0,30.66,46.05,23.29
2020-02-03,HDFC,17.1839,6.503,1469743.51,100,0,28.95,49.87,21.18
2020-02-04,HDFC,17.1931,6.504,1469743.51,100,0,28.95,49.87,21.18
2020-02-05,HDFC,17.196,6.505,1469743.51,100,0,28.95,49.87,21.18
2020-02-06,HDFC,17.2541,6.446,1469743.51,100,0,28.95,49.87,21.18
2020-02-07,HDFC,17.294,6.439,1469743.51,100,0,28.95,49.87,21.18
2020-02-10,HDFC,17.3105,6.44,1469743.51,100,0,28.95,49.87,21.18
2020-02-11,HDFC,17.3095,6.464,1469743.51,100,0,28.95,49.87,21.18
2020-02-12,HDFC,17.3105,6.473,1469743.51,100,0,28.95,49.87,21.18
2020-02-13,HDFC,17.3311,6.423,1469743.51,100,0,28.95,49.87,21.18
2020-02-14,HDFC,17.3446,6.369,1469743.51,100,0,28.95,49.87,21.18
2020-02-17,HDFC,17.3583,6.387,1469743.51,100,0,28.95,49.87,21.18
2020-02-18,HDFC,17.3654,6.384,1469743.51,100,0,28.95,49.87,21.18
2020-02-20,HDFC,17.3768,6.422,1469743.51,100,0,28.95,49.87,21.18
2020-02-24,HDFC,17.3962,6.367,1469743.51,100,0,28.95,49.87,21.18
2020-02-25,HDFC,17.3938,6.367,1469743.51,100,0,28.95,49.87,21.18
2020-02-26,HDFC,17.4032,6.346,1469743.51,100,0,28.95,49.87,21.18
2020-02-27,HDFC,17.4039,6.378,1469743.51,100,0,28.95,49.87,21.18
2020-02-28,HDFC,17.3977,6.371,1469743.51,100,0,28.95,49.87,21.18
2020-03-02,HDFC,17.4087,6.346,1381213.49,100,0,24.09,51.8,24.11
2020-03-03,HDFC,17.409,6.342,1381213.49,100,0,24.09,51.8,24.11
2020-03-04,HDFC,17.4523,6.226,1381213.49,100,0,24.09,51.8,24.11
2020-03-05,HDFC,17.4551,6.239,1381213.49,100,0,24.09,51.8,24.11
2020-03-06,HDFC,17.4601,6.185,1381213.49,100,0,24.09,51.8,24.11
2020-03-09,HDFC,17.4402,6.066,1381213.49,100,0,24.09,51.8,24.11
2020-03-11,HDFC,17.4208,6.125,1381213.49,100,0,24.09,51.8,24.11
2020-03-12,HDFC,17.3428,6.236,1381213.49,100,0,24.09,51.8,24.11
2020-03-13,HDFC,17.2886,6.322,1381213.49,100,0,24.09,51.8,24.11
2020-03-16,HDFC,17.2936,6.208,1381213.49,100,0,24.09,51.8,24.11
2020-03-17,HDFC,17.2307,6.265,1381213.49,100,0,24.09,51.8,24.11
2020-03-18,HDFC,17.1553,6.296,1381213.49,100,0,24.09,51.8,24.11
2020-03-19,HDFC,17.0416,6.41,1381213.49,100,0,24.09,51.8,24.11
2020-03-20,HDFC,17.0862,6.259,1381213.49,100,0,24.09,51.8,24.11
2020-03-23,HDFC,17.043,6.379,1381213.49,100,0,24.09,51.8,24.11
2020-03-24,HDFC,17.0386,6.304,1381213.49,100,0,24.09,51.8,24.11
2020-03-26,HDFC,17.0096,6.225,1381213.49,100,0,24.09,51.8,24.11
2020-03-27,HDFC,17.3994,6.144,1381213.49,100,0,24.09,51.8,24.11
2020-03-30,HDFC,17.4042,6.209,1381213.49,100,0,24.09,51.8,24.11
2020-03-31,HDFC,17.4432,6.138,1381213.49,100,0,24.09,51.8,24.11
2020-04-03,HDFC,17.4317,6.306,843569.52,100,0,25.67,39.36,34.97
2020-04-07,HDFC,17.3878,6.414,843569.52,100,0,25.67,39.36,34.97
2020-04-08,HDFC,17.3157,6.441,843569.52,100,0,25.67,39.36,34.97
2020-04-09,HDFC,17.3045,6.49,843569.52,100,0,25.67,39.36,34.97
2020-04-13,HDFC,17.3067,6.495,843569.52,100,0,25.67,39.36,34.97
2020-04-15,HDFC,17.2326,6.425,843569.52,100,0,25.67,39.36,34.97
2020-04-16,HDFC,17.2214,6.44,843569.52,100,0,25.67,39.36,34.97
2020-04-17,HDFC,17.2805,6.347,843569.52,100,0,25.67,39.36,34.97
2020-04-20,HDFC,17.3018,6.209,843569.52,100,0,25.67,39.36,34.97
2020-04-21,HDFC,17.2959,6.212,843569.52,100,0,25.67,39.36,34.97
2020-04-22,HDFC,17.31,6.224,843569.52,100,0,25.67,39.36,34.97
2020-04-23,HDFC,17.3299,6.06,843569.52,100,0,25.67,39.36,34.97
2020-04-24,HDFC,17.2578,6.167,843569.52,100,0,25.67,39.36,34.97
2020-04-27,HDFC,17.1157,6.153,843569.52,100,0,25.67,39.36,34.97
2020-04-28,HDFC,17.0635,6.137,843569.52,100,0,25.67,39.36,34.97
2020-04-29,HDFC,17.0514,6.125,843569.52,100,0,25.67,39.36,34.97
2020-04-30,HDFC,17.0764,6.11,843569.52,100,0,25.67,39.36,34.97
2020-05-04,HDFC,17.091,6.084,653860.32,100,0,32.45,40.66,26.89
2020-05-05,HDFC,17.1331,6.073,653860.32,100,0,32.45,40.66,26.89
2020-05-06,HDFC,17.1452,6.028,653860.32,100,0,32.45,40.66,26.89
2020-05-08,HDFC,17.1725,5.967,653860.32,100,0,32.45,40.66,26.89
2020-05-11,HDFC,17.175,6.167,653860.32,100,0,32.45,40.66,26.89
2020-05-12,HDFC,17.1999,6.163,653860.32,100,0,32.45,40.66,26.89
2020-05-13,HDFC,17.2104,6.095,653860.32,100,0,32.45,40.66,26.89
2020-05-14,HDFC,17.2333,6.056,653860.32,100,0,32.45,40.66,26.89
2020-05-15,HDFC,17.2321,6.081,653860.32,100,0,32.45,40.66,26.89
2020-05-18,HDFC,17.2669,6.05,653860.32,100,0,32.45,40.66,26.89
2020-05-19,HDFC,17.2745,6.035,653860.32,100,0,32.45,40.66,26.89
2020-05-20,HDFC,17.2707,6.041,653860.32,100,0,32.45,40.66,26.89
2020-05-21,HDFC,17.2844,6.034,653860.32,100,0,32.45,40.66,26.89
2020-05-22,HDFC,17.3283,5.961,653860.32,100,0,32.45,40.66,26.89
2020-05-26,HDFC,17.3609,5.975,653860.32,100,0,32.45,40.66,26.89
2020-05-27,HDFC,17.3691,5.984,653860.32,100,0,32.45,40.66,26.89
2020-05-28,HDFC,17.3435,5.99,653860.32,100,0,32.45,40.66,26.89
2020-05-29,HDFC,17.3484,6.013,653860.32,100,0,32.45,40.66,26.89
2020-06-01,HDFC,17.371,6.042,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-02,HDFC,17.3539,5.998,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-03,HDFC,17.3644,6.031,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-04,HDFC,17.3739,5.796,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-05,HDFC,17.3835,5.821,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-08,HDFC,17.3789,5.807,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-09,HDFC,17.4048,5.775,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-10,HDFC,17.3362,5.772,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-11,HDFC,17.3615,5.781,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-12,HDFC,17.3586,5.796,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-15,HDFC,17.3851,5.792,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-16,HDFC,17.4103,5.846,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-17,HDFC,17.4772,5.835,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-18,HDFC,17.5057,5.822,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-19,HDFC,17.5776,5.849,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-22,HDFC,17.5727,5.877,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-23,HDFC,17.5765,5.903,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-24,HDFC,17.5855,5.918,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-25,HDFC,17.6149,5.891,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-26,HDFC,17.6689,5.913,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-29,HDFC,17.7314,5.903,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-06-30,HDFC,17.7461,5.888,630880.51,100,0,33.849999999999994,38.13999999999999,28.01
2020-07-01,HDFC,17.7573,5.838,625800.87,100,0,34.62,38.85,26.53
2020-07-02,HDFC,17.7804,5.841,625800.87,100,0,34.62,38.85,26.53
2020-07-03,HDFC,17.8082,5.845,625800.87,100,0,34.62,38.85,26.53
2020-07-06,HDFC,17.8199,5.836,625800.87,100,0,34.62,38.85,26.53
2020-07-07,HDFC,17.8325,5.792,625800.87,100,0,34.62,38.85,26.53
2020-07-08,HDFC,17.8671,5.778,625800.87,100,0,34.62,38.85,26.53
2020-07-09,HDFC,17.8874,5.772,625800.87,100,0,34.62,38.85,26.53
2020-07-10,HDFC,17.9449,5.76,625800.87,100,0,34.62,38.85,26.53
2020-07-13,HDFC,17.9202,5.786,625800.87,100,0,34.62,38.85,26.53
2020-07-14,HDFC,17.9252,5.825,625800.87,100,0,34.62,38.85,26.53
2020-07-15,HDFC,17.9589,5.815,625800.87,100,0,34.62,38.85,26.53
2020-07-16,HDFC,17.9652,5.813,625800.87,100,0,34.62,38.85,26.53
2020-07-17,HDFC,17.9827,5.805,625800.87,100,0,34.62,38.85,26.53
2020-07-20,HDFC,17.993,5.799,625800.87,100,0,34.62,38.85,26.53
2020-07-21,HDFC,17.9923,5.829,625800.87,100,0,34.62,38.85,26.53
2020-07-22,HDFC,18.0013,5.814,625800.87,100,0,34.62,38.85,26.53
2020-07-23,HDFC,18.0119,5.805,625800.87,100,0,34.62,38.85,26.53
2020-07-24,HDFC,18.0188,5.817,625800.87,100,0,34.62,38.85,26.53
2020-07-27,HDFC,18.0087,5.859,625800.87,100,0,34.62,38.85,26.53
2020-07-28,HDFC,17.9894,5.85,625800.87,100,0,34.62,38.85,26.53
2020-07-29,HDFC,17.9972,5.835,625800.87,100,0,34.62,38.85,26.53
2020-07-30,HDFC,18.0128,5.825,625800.87,100,0,34.62,38.85,26.53
2020-07-31,HDFC,18.0217,5.837,625800.87,100,0,34.62,38.85,26.53
2020-08-03,HDFC,18.0418,5.837,618075.63,100,0,33.11,39.8,27.09
2020-08-04,HDFC,18.043,5.833,618075.63,100,0,33.11,39.8,27.09
2020-08-05,HDFC,18.0453,5.826,618075.63,100,0,33.11,39.8,27.09
2020-08-06,HDFC,18.0311,5.862,618075.63,100,0,33.11,39.8,27.09
2020-08-07,HDFC,18.0373,5.886,618075.63,100,0,33.11,39.8,27.09
2020-08-10,HDFC,18.0528,5.893,618075.63,100,0,33.11,39.8,27.09
2020-08-11,HDFC,18.0587,5.903,618075.63,100,0,33.11,39.8,27.09
2020-08-12,HDFC,18.0573,5.884,618075.63,100,0,33.11,39.8,27.09
2020-08-13,HDFC,18.0712,5.895,618075.63,100,0,33.11,39.8,27.09
2020-08-14,HDFC,18.0769,5.965,618075.63,100,0,33.11,39.8,27.09
2020-08-17,HDFC,18.0751,5.975,618075.63,100,0,33.11,39.8,27.09
2020-08-18,HDFC,18.0436,5.986,618075.63,100,0,33.11,39.8,27.09
2020-08-19,HDFC,18.0597,6.008,618075.63,100,0,33.11,39.8,27.09
2020-08-20,HDFC,18.0612,6.0,618075.63,100,0,33.11,39.8,27.09
2020-08-21,HDFC,18.0181,6.14,618075.63,100,0,33.11,39.8,27.09
2020-08-24,HDFC,17.9897,6.221,618075.63,100,0,33.11,39.8,27.09
2020-08-25,HDFC,18.0061,6.157,618075.63,100,0,33.11,39.8,27.09
2020-08-26,HDFC,18.0031,6.203,618075.63,100,0,33.11,39.8,27.09
2020-08-27,HDFC,18.0003,6.147,618075.63,100,0,33.11,39.8,27.09
2020-08-28,HDFC,17.9907,6.097,618075.63,100,0,33.11,39.8,27.09
2020-08-31,HDFC,18.0575,6.078,618075.63,100,0,33.11,39.8,27.09
2020-09-01,HDFC,18.0884,5.943,618935.600000001,100,0,32.1,41.0,26.9
2020-09-02,HDFC,18.1152,5.92,618935.600000001,100,0,32.1,41.0,26.9
2020-09-03,HDFC,18.1385,5.896,618935.600000001,100,0,32.1,41.0,26.9
2020-09-04,HDFC,18.1472,5.93,618935.600000001,100,0,32.1,41.0,26.9
2020-09-07,HDFC,18.1386,5.993,618935.600000001,100,0,32.1,41.0,26.9
2020-09-08,HDFC,18.1189,6.056,618935.600000001,100,0,32.1,41.0,26.9
2020-09-09,HDFC,18.1277,5.989,618935.600000001,100,0,32.1,41.0,26.9
2020-09-10,HDFC,18.124,6.053,618935.600000001,100,0,32.1,41.0,26.9
2020-09-11,HDFC,18.1217,6.041,618935.600000001,100,0,32.1,41.0,26.9
2020-09-14,HDFC,18.1318,6.031,618935.600000001,100,0,32.1,41.0,26.9
2020-09-15,HDFC,18.1258,6.029,618935.600000001,100,0,32.1,41.0,26.9
2020-09-16,HDFC,18.1346,5.992,618935.600000001,100,0,32.1,41.0,26.9
2020-09-17,HDFC,18.14,6.033,618935.600000001,100,0,32.1,41.0,26.9
2020-09-18,HDFC,18.151,6.014,618935.600000001,100,0,32.1,41.0,26.9
2020-09-21,HDFC,18.1632,6.016,618935.600000001,100,0,32.1,41.0,26.9
2020-09-22,HDFC,18.1739,6.01,618935.600000001,100,0,32.1,41.0,26.9
2020-09-23,HDFC,18.1789,5.99,618935.600000001,100,0,32.1,41.0,26.9
2020-09-24,HDFC,18.1733,5.992,618935.600000001,100,0,32.1,41.0,26.9
2020-09-25,HDFC,18.1794,6.038,618935.600000001,100,0,32.1,41.0,26.9
2020-09-28,HDFC,18.1826,6.056,618935.600000001,100,0,32.1,41.0,26.9
2020-09-29,HDFC,18.1856,6.037,618935.600000001,100,0,32.1,41.0,26.9
2020-09-30,HDFC,18.1886,6.015,618935.600000001,100,0,32.1,41.0,26.9
2020-10-01,HDFC,18.2045,5.996,633601.29,100,0,32.36,46.86,20.78
2020-10-05,HDFC,18.2232,6.004,633601.29,100,0,32.36,46.86,20.78
2020-10-06,HDFC,18.2342,6.026,633601.29,100,0,32.36,46.86,20.78
2020-10-07,HDFC,18.2415,6.014,633601.29,100,0,32.36,46.86,20.78
2020-10-08,HDFC,18.2527,6.015,633601.29,100,0,32.36,46.86,20.78
2020-10-09,HDFC,18.3254,5.937,633601.29,100,0,32.36,46.86,20.78
2020-10-12,HDFC,18.3418,5.899,633601.29,100,0,32.36,46.86,20.78
2020-10-13,HDFC,18.3645,5.904,633601.29,100,0,32.36,46.86,20.78
2020-10-14,HDFC,18.3816,5.9,633601.29,100,0,32.36,46.86,20.78
2020-10-15,HDFC,18.409,5.898,633601.29,100,0,32.36,46.86,20.78
2020-10-16,HDFC,18.4115,5.935,633601.29,100,0,32.36,46.86,20.78
2020-10-19,HDFC,18.4334,5.94,633601.29,100,0,32.36,46.86,20.78
2020-10-20,HDFC,18.4429,5.931,633601.29,100,0,32.36,46.86,20.78
2020-10-21,HDFC,18.4506,5.912,633601.29,100,0,32.36,46.86,20.78
2020-10-22,HDFC,18.4501,5.915,633601.29,100,0,32.36,46.86,20.78
2020-10-23,HDFC,18.4606,5.844,633601.29,100,0,32.36,46.86,20.78
2020-10-26,HDFC,18.4905,5.834,633601.29,100,0,32.36,46.86,20.78
2020-10-27,HDFC,18.4836,5.846,633601.29,100,0,32.36,46.86,20.78
2020-10-28,HDFC,18.5596,5.859,633601.29,100,0,32.36,46.86,20.78
2020-10-29,HDFC,18.5739,5.881,633601.29,100,0,32.36,46.86,20.78
2020-11-02,HDFC,18.588,5.89,648003.07,100,0,29.72,48.77,21.51
2020-11-03,HDFC,18.5905,5.898,648003.07,100,0,29.72,48.77,21.51
2020-11-04,HDFC,18.5892,5.886,648003.07,100,0,29.72,48.77,21.51
2020-11-05,HDFC,18.6056,5.86,648003.07,100,0,29.72,48.77,21.51
2020-11-06,HDFC,18.6208,5.871,648003.07,100,0,29.72,48.77,21.51
2020-11-09,HDFC,18.6351,5.876,648003.07,100,0,29.72,48.77,21.51
2020-11-10,HDFC,18.6441,5.916,648003.07,100,0,29.72,48.77,21.51
2020-11-11,HDFC,18.6427,5.903,648003.07,100,0,29.72,48.77,21.51
2020-11-12,HDFC,18.6609,5.903,648003.07,100,0,29.72,48.77,21.51
2020-11-13,HDFC,18.6675,5.878,648003.07,100,0,29.72,48.77,21.51
2020-11-17,HDFC,18.6867,5.877,648003.07,100,0,29.72,48.77,21.51
2020-11-18,HDFC,18.694,5.878,648003.07,100,0,29.72,48.77,21.51
2020-11-19,HDFC,18.728,5.876,648003.07,100,0,29.72,48.77,21.51
2020-11-20,HDFC,18.7351,5.877,648003.07,100,0,29.72,48.77,21.51
2020-11-23,HDFC,18.7525,5.9,648003.07,100,0,29.72,48.77,21.51
2020-11-24,HDFC,18.7587,5.88,648003.07,100,0,29.72,48.77,21.51
2020-11-25,HDFC,18.7708,5.885,648003.07,100,0,29.72,48.77,21.51
2020-11-26,HDFC,18.7838,5.872,648003.07,100,0,29.72,48.77,21.51
2020-11-27,HDFC,18.7896,5.911,648003.07,100,0,29.72,48.77,21.51
2020-12-01,HDFC,18.7996,5.93,660124.99,100,0,29.61,48.03,22.36
2020-12-02,HDFC,18.7949,5.92,660124.99,100,0,29.61,48.03,22.36
2020-12-03,HDFC,18.7966,5.932,660124.99,100,0,29.61,48.03,22.36
2020-12-04,HDFC,18.8062,5.897,660124.99,100,0,29.61,48.03,22.36
2020-12-07,HDFC,18.8187,5.924,660124.99,100,0,29.61,48.03,22.36
2020-12-08,HDFC,18.8252,5.939,660124.99,100,0,29.61,48.03,22.36
2020-12-09,HDFC,18.8386,5.917,660124.99,100,0,29.61,48.03,22.36
2020-12-10,HDFC,18.8482,5.916,660124.99,100,0,29.61,48.03,22.36
2020-12-11,HDFC,18.8455,5.956,660124.99,100,0,29.61,48.03,22.36
2020-12-14,HDFC,18.8475,5.946,660124.99,100,0,29.61,48.03,22.36
2020-12-15,HDFC,18.8579,5.941,660124.99,100,0,29.61,48.03,22.36
2020-12-16,HDFC,18.8475,5.944,660124.99,100,0,29.61,48.03,22.36
2020-12-17,HDFC,18.8536,5.952,660124.99,100,0,29.61,48.03,22.36
2020-12-18,HDFC,18.8662,5.959,660124.99,100,0,29.61,48.03,22.36
2020-12-21,HDFC,18.8665,5.957,660124.99,100,0,29.61,48.03,22.36
2020-12-22,HDFC,18.8722,5.951,660124.99,100,0,29.61,48.03,22.36
2020-12-23,HDFC,18.8747,5.95,660124.99,100,0,29.61,48.03,22.36
2020-12-24,HDFC,18.881,5.929,660124.99,100,0,29.61,48.03,22.36
2020-12-28,HDFC,18.9024,5.925,660124.99,100,0,29.61,48.03,22.36
2020-12-29,HDFC,18.9039,5.927,660124.99,100,0,29.61,48.03,22.36
2020-12-30,HDFC,18.9168,5.899,660124.99,100,0,29.61,48.03,22.36
2020-12-31,HDFC,18.9215,5.894,660124.99,100,0,29.61,48.03,22.36
2021-01-01,HDFC,18.9298,5.898,684774.11,100,0,28.98,48.04,22.98
2021-01-04,HDFC,18.9425,5.858,684774.11,100,0,28.98,48.04,22.98
2021-01-05,HDFC,18.9641,5.85,684774.11,100,0,28.98,48.04,22.98
2021-01-06,HDFC,18.9958,5.894,684774.11,100,0,28.98,48.04,22.98
2021-01-07,HDFC,19.0035,5.892,684774.11,100,0,28.98,48.04,22.98
2021-01-08,HDFC,19.0162,5.892,684774.11,100,0,28.98,48.04,22.98
2021-01-11,HDFC,18.9927,5.924,684774.11,100,0,28.98,48.04,22.98
2021-01-12,HDFC,18.9962,5.931,684774.11,100,0,28.98,48.04,22.98
2021-01-13,HDFC,19.0032,5.947,684774.11,100,0,28.98,48.04,22.98
2021-01-14,HDFC,19.0014,5.924,684774.11,100,0,28.98,48.04,22.98
2021-01-15,HDFC,18.9996,5.988,684774.11,100,0,28.98,48.04,22.98
2021-01-18,HDFC,18.9925,5.957,684774.11,100,0,28.98,48.04,22.98
2021-01-19,HDFC,18.995,5.936,684774.11,100,0,28.98,48.04,22.98
2021-01-20,HDFC,18.9994,5.942,684774.11,100,0,28.98,48.04,22.98
2021-01-21,HDFC,19.0004,5.956,684774.11,100,0,28.98,48.04,22.98
2021-01-22,HDFC,19.002,5.939,684774.11,100,0,28.98,48.04,22.98
2021-01-25,HDFC,19.0093,5.954,684774.11,100,0,28.98,48.04,22.98
2021-01-27,HDFC,19.0168,5.954,684774.11,100,0,28.98,48.04,22.98
2021-01-28,HDFC,19.0202,5.933,684774.11,100,0,28.98,48.04,22.98
2021-01-29,HDFC,19.0237,5.949,684774.11,100,0,28.98,48.04,22.98
2021-02-01,HDFC,18.985,6.06,699626.15,100,0,29.06,46.39,24.55
2021-02-02,HDFC,18.9563,6.127,699626.15,100,0,29.06,46.39,24.55
2021-02-03,HDFC,18.9654,6.084,699626.15,100,0,29.06,46.39,24.55
2021-02-04,HDFC,18.9703,6.074,699626.15,100,0,29.06,46.39,24.55
2021-02-05,HDFC,18.961,6.071,699626.15,100,0,29.06,46.39,24.55
2021-02-08,HDFC,18.975,6.04,699626.15,100,0,29.06,46.39,24.55
2021-02-09,HDFC,18.9784,6.074,699626.15,100,0,29.06,46.39,24.55
2021-02-10,HDFC,18.9851,6.01,699626.15,100,0,29.06,46.39,24.55
2021-02-11,HDFC,18.9988,5.962,699626.15,100,0,29.06,46.39,24.55
2021-02-12,HDFC,19.0036,5.99,699626.15,100,0,29.06,46.39,24.55
2021-02-15,HDFC,19.0178,6.022,699626.15,100,0,29.06,46.39,24.55
2021-02-16,HDFC,19.0279,6.022,699626.15,100,0,29.06,46.39,24.55
2021-02-17,HDFC,19.0261,6.03,699626.15,100,0,29.06,46.39,24.55
2021-02-18,HDFC,19.0239,6.132,699626.15,100,0,29.06,46.39,24.55
2021-02-22,HDFC,19.014,6.202,699626.15,100,0,29.06,46.39,24.55
2021-02-23,HDFC,19.0112,6.172,699626.15,100,0,29.06,46.39,24.55
2021-02-24,HDFC,19.0231,6.147,699626.15,100,0,29.06,46.39,24.55
2021-02-25,HDFC,19.0271,6.182,699626.15,100,0,29.06,46.39,24.55
2021-02-26,HDFC,19.0209,6.229,699626.15,100,0,29.06,46.39,24.55
2021-03-01,HDFC,19.0369,6.209,725334.94,100,0,31.97,50.6,17.43
2021-03-02,HDFC,19.0425,6.236,725334.94,100,0,31.97,50.6,17.43
2021-03-03,HDFC,19.0452,6.238,725334.94,100,0,31.97,50.6,17.43
2021-03-04,HDFC,19.047,6.212,725334.94,100,0,31.97,50.6,17.43
2021-03-05,HDFC,19.0475,6.232,725334.94,100,0,31.97,50.6,17.43
2021-03-08,HDFC,19.0551,6.223,725334.94,100,0,31.97,50.6,17.43
2021-03-09,HDFC,19.0563,6.206,725334.94,100,0,31.97,50.6,17.43
2021-03-10,HDFC,19.0579,6.247,725334.94,100,0,31.97,50.6,17.43
2021-03-12,HDFC,19.0552,6.232,725334.94,100,0,31.97,50.6,17.43
2021-03-15,HDFC,19.0528,6.201,725334.94,100,0,31.97,50.6,17.43
2021-03-16,HDFC,19.0609,6.18,725334.94,100,0,31.97,50.6,17.43
2021-03-17,HDFC,19.0612,6.185,725334.94,100,0,31.97,50.6,17.43
2021-03-18,HDFC,19.057,6.202,725334.94,100,0,31.97,50.6,17.43
2021-03-19,HDFC,19.0572,6.193,725334.94,100,0,31.97,50.6,17.43
2021-03-22,HDFC,19.0944,6.18,725334.94,100,0,31.97,50.6,17.43
2021-03-23,HDFC,19.1178,6.144,725334.94,100,0,31.97,50.6,17.43
2021-03-24,HDFC,19.1376,6.152,725334.94,100,0,31.97,50.6,17.43
2021-03-25,HDFC,19.1455,6.131,725334.94,100,0,31.97,50.6,17.43
2021-03-26,HDFC,19.1481,6.123,725334.94,100,0,31.97,50.6,17.43
2021-03-30,HDFC,19.1648,6.143,725334.94,100,0,31.97,50.6,17.43
2021-03-31,HDFC,19.1736,6.177,725334.94,100,0,31.97,50.6,17.43
2021-04-05,HDFC,19.2067,6.123,736763.75,100,0,28.95,53.08,17.97
2021-04-06,HDFC,19.2351,6.122,736763.75,100,0,28.95,53.08,17.97
2021-04-07,HDFC,19.2404,6.082,736763.75,100,0,28.95,53.08,17.97
2021-04-08,HDFC,19.2433,6.031,736763.75,100,0,28.95,53.08,17.97
2021-04-09,HDFC,19.2513,6.017,736763.75,100,0,28.95,53.08,17.97
2021-04-12,HDFC,19.2662,6.011,736763.75,100,0,28.95,53.08,17.97
2021-04-15,HDFC,19.277,6.126,736763.75,100,0,28.95,53.08,17.97
2021-04-16,HDFC,19.2605,6.088,736763.75,100,0,28.95,53.08,17.97
2021-04-19,HDFC,19.2762,6.081,736763.75,100,0,28.95,53.08,17.97
2021-04-20,HDFC,19.2842,6.074,736763.75,100,0,28.95,53.08,17.97
2021-04-22,HDFC,19.2959,6.05,736763.75,100,0,28.95,53.08,17.97
2021-04-23,HDFC,19.2966,6.035,736763.75,100,0,28.95,53.08,17.97
2021-04-26,HDFC,19.3203,6.038,736763.75,100,0,28.95,53.08,17.97
2021-04-27,HDFC,19.3273,6.055,736763.75,100,0,28.95,53.08,17.97
2021-04-28,HDFC,19.3171,6.053,736763.75,100,0,28.95,53.08,17.97
2021-04-29,HDFC,19.3237,6.059,736763.75,100,0,28.95,53.08,17.97
2021-04-30,HDFC,19.3593,6.03,736763.75,100,0,28.95,53.08,17.97
2021-05-03,HDFC,19.3782,6.001,763057.43,100,0,31.71,52.24,16.05
2021-05-04,HDFC,19.3903,6.015,763057.43,100,0,31.71,52.24,16.05
2021-05-05,HDFC,19.4101,5.978,763057.43,100,0,31.71,52.24,16.05
2021-05-06,HDFC,19.4216,5.974,763057.43,100,0,31.71,52.24,16.05
