Date,Fund,NAV,India_10Y_Yield,Total_AUM_Lakhs,Reported_NAV_Total,Cash_Liquidity,AAA_Sovereign,AA_Rated,Below_AA
08-05-2020,HDFC,17.1725,5.967,653860.32,100,0,32.45,40.66,26.89
11-05-2020,HDFC,17.175,6.167,653860.32,100,0,32.45,40.66,26.89
12-05-2020,HDFC,17.1999,6.163,653860.32,100,0,32.45,40.66,26.89
13-05-2020,HDFC,17.2104,6.095,653860.32,100,0,32.45,40.66,26.89
14-05-2020,HDFC,17.2333,6.056,653860.32,100,0,32.45,40.66,26.89
15-05-2020,HDFC,17.2321,6.081,653860.32,100,0,32.45,40.66,26.89
18-05-2020,HDFC,17.2669,6.05,653860.32,100,0,32.45,40.66,26.89
19-05-2020,HDFC,17.2745,6.035,653860.32,100,0,32.45,40.66,26.89
20-05-2020,HDFC,17.2707,6.041,653860.32,100,0,32.45,40.66,26.89
21-05-2020,HDFC,17.2844,6.034,653860.32,100,0,32.45,40.66,26.89
22-05-2020,HDFC,17.3283,5.961,653860.32,100,0,32.45,40.66,26.89
26-05-2020,HDFC,17.3609,5.975,653860.32,100,0,32.45,40.66,26.89
27-05-2020,HDFC,17.3691,5.984,653860.32,100,0,32.45,40.66,26.89
28-05-2020,HDFC,17.3435,5.99,653860.32,100,0,32.45,40.66,26.89
29-05-2020,HDFC,17.3484,6.013,653860.32,100,0,32.45,40.66,26.89
01-06-2020,HDFC,17.371,6.042,630880.51,100,0,33.85,38.14,28.01
02-06-2020,HDFC,17.3539,5.998,630880.51,100,0,33.85,38.14,28.01
03-06-2020,HDFC,17.3644,6.031,630880.51,100,0,33.85,38.14,28.01
04-06-2020,HDFC,17.3739,5.796,630880.51,100,0,33.85,38.14,28.01
05-06-2020,HDFC,17.3835,5.821,630880.51,100,0,33.85,38.14,28.01
